Name,Constituency,Party,Cases,Education,Assets,Liabilities
Shrawan Kumar Agarwal,MEERUT,IND,0,10th Pass,"54,15,000",0
Shree Diganta Kumar Saikia,KALIABOR,Hindusthan Nirman Dal,1,10th Pass,"1,62,12,412",0
Shreebhagwan Sharma,FATEHPUR SIKRI,BSP,6,10th Pass,"1,37,18,806",0
Shri Ambedkar Prakash Yashwant,SOLAPUR,Vanchit Bahujan Aaghadi,0,Graduate Professional,"5,87,22,916",0
Shri Ashok Bhagavan Ughade,SOLAPUR,IND,0,8th Pass,"3,93,000",0
Shri Bhise Krishna Nagnath,SOLAPUR,Bahujan Maha Party,0,12th Pass,"1,32,850","70,000"
Shri Dilip Saikia,MANGALDOI,BJP,0,Graduate,"62,06,286",0
Shri Gaydhankar Vishnu Shidram,SOLAPUR,Bharatiya Praja Surajya Paksha,0,Graduate,"56,100",0
Shri Khandare Sudarshan Raychand,SOLAPUR,IND,0,12th Pass,"21,14,000","20,000"
Shri Maske Shrimant Murlidhar,SOLAPUR,IND,0,8th Pass,"2,51,456","1,10,470"
Shri Patel Kalidas Motibhai,VADODARA,IND,0,Others,"1,49,94,000",0
Shri Patole Malhari Gulab,SOLAPUR,IND,0,10th Pass,"3,73,280",0
Shri Shinde Sushilkumar Sambhajirao,SOLAPUR,INC,0,Graduate Professional,"38,03,58,711","47,50,000"
Shri. Sha. Bra. Dr. Jay Siddeshwar Shivachrya Mahaswamiji,SOLAPUR,BJP,0,Graduate,"2,78,70,079",0
Shridhar Jakhuji Darekar,AHMEDNAGAR,IND,0,Graduate,"1,70,83,133",0
Shridhar Narayan Salve,NAGPUR,Rashtriya Jansambhavna Party,0,Graduate,"2,00,000",0
Shrikant Balkrishna Kadam,BELGAUM,IND,0,10th Pass,"31,45,814","20,00,000"
Shrikant Ulhas Raibole,AMRAVATI,IND,0,Graduate,"10,30,000",0
Shrimanth Yevate Patil,BIDAR,IND,0,Post Graduate,"50,000",0
Shrinik Annasaheb Jangate,CHIKKODI,IND,0,12th Pass,"10,00,000","1,60,000"
Shripad Yesso Naik,NORTH GOA,BJP,0,Graduate,"6,57,95,623","14,91,387"
Shripal Singh,KAIRANA,Sarvjan Lok Shakti Party,0,10th Pass,"14,44,000",0
Shrivenkateshwar Maha Swamiji,BIJAPUR,Hindustan Janta Party,0,Graduate,9,"45,000"
Shrivenkateswar Maha Swamiji (Katakdhond. D. G.),SOLAPUR,Hindustan Janta Party,0,Graduate,9,"45,000"
Shruthi Bangaru,NAGARKURNOOL,BJP,0,Post Graduate,"5,17,01,683","8,86,328"
Shruti Devi Vyricherla,ARAKU,INC,0,Graduate Professional,"2,35,92,023",0
Shubham Vikrant Shelke,BELGAUM,IND,0,10th Pass,"2,94,000",0
Shubhash Kumar Thakur,PURNIA,IND,0,12th Pass,"6,01,416",0
Shukal Murmu,KISHANGANJ,JMM,0,Not Given,0,0
Shukur Ali,DHUBRI,IND,0,10th Pass,"2,50,000",0
Shuvadip Datta,SILCHAR,IND,0,12th Pass,"73,70,000","5,00,000"
Shyam Deo Kurmi,SILCHAR,SUCI(C),0,Post Graduate,"47,31,177",0
Shyam Singh,MAINPURI,Swatantra Jantaraj Party,0,Post Graduate,"1,52,465",0
Shylesh Nazare Ashok,HAVERI,Indian Labour Party (Ambedkar Phule),0,Graduate,"1,34,57,336","4,20,000"
Siby Vayalil,WAYANAD,IND,0,12th Pass,"56,56,330","56,34,268"
Sidda Raghava Rao,ONGOLE,TDP,0,Graduate,"91,68,36,770","12,94,14,369"
Siddappa B H,DAVANAGERE,BSP,2,Post Graduate,"7,76,000","4,00,000"
Siddappa Kallappa Poojar,HAVERI,IND,0,10th Pass,"70,500",0
Siddaramegowda T. B.,TUMKUR,IND,0,Graduate,"63,01,000","16,05,000"
Siddharth Abaso Nagaratna,KOLHAPUR,Bahujan Mukti Party,0,12th Pass,"32,50,200",0
Siddharth Asaram Kurve,NAGPUR,IND,0,Post Graduate,"50,000",0
Siddharthkumar Digambarrao Suryawanshi,LATUR,BSP,0,Doctorate,"18,75,500","7,00,000"
Siddhram Lahare,BILASPUR,Rashtriya Jansabha Party,0,Post Graduate,"12,57,000","25,000"
Silambarasan P,THENI,IND,0,10th Pass,"2,65,000",0
Silambarasan.C,SALEM,Tamil Nadu Ilangyar Katchi,0,Graduate Professional,"1,67,792",0
Sim Khirid,PUNE,Bahujan Maha Party,0,Post Graduate,"3,44,64,531","56,65,918"
Simpal Rajkumar Rathod,YAVATMAL WASHIM,IND,0,Post Graduate,"9,13,631","2,35,000"
Sindha Kiritsinh,BHARUCH,IND,0,5th Pass,"10,35,000",0
Sindhi Mahebubkhan Yusufkhan,VADODARA,IND,0,Graduate Professional,"26,51,000",0
Singadurai.R,SIVAGANGA,IND,9,12th Pass,"2,50,000","1,75,000"
Singapaka Lingam,BHONGIR,IND,0,Illiterate,0,0
Singarajan S P,SRIPERUMBUDUR,IND,0,12th Pass,"55,29,700","40,455"
Singh Vineeta,NAVSARI,BSP,0,Post Graduate,"58,84,818",0
Sirikonda Krishna,PEDDAPALLE,Secular Democratic Congress,0,8th Pass,"25,000",0
Sirivolu Venkata Ramana Rao,BHONGIR,Samajwadi Forward Bloc,0,10th Pass,"2,90,000",0
Sirsath Sham,JALNA,IND,0,Graduate,"76,99,000","3,19,714"
Sitabai Chouhan,JANJGIR CHAMPA,Bhartiya Shakti Chetna Party,0,Not Given,"66,000",0
Sitapara Sagarbhai Bhurabhai,BHAVNAGAR,IND,0,Literate,"7,05,104",0
Siva Chandra Reddy Komma,KADAPA,Anna YSR Congress Party,0,Post Graduate,"51,60,000","11,00,000"
Siva Jayaprakash.S,TENKASI,IND,0,Graduate,"54,58,035",0
Siva Kumar P,KALLAKURICHI,IND,0,8th Pass,"39,61,000","81,000"
Siva Prasad Padala	,VIJAYAWADA,Navarang Congress Party,0,10th Pass,"16,50,000",0
"Siva, V.",THOOTHUKKUDI,BSP,0,Graduate,"22,300",0
Sivagururaj T,TIRUVANNAMALAI,IND,0,10th Pass,"40,500",0
Sivakumar P,NAGAPATTINAM,IND,0,Graduate,"1,28,000","49,000"
Sivakumar V,KARUR,IND,0,Graduate Professional,"31,93,500","2,44,000"
Sivamuniyandi A,THENI,IND,0,10th Pass,"2,39,000",0
Sivanandham.C,DHARMAPURI,BSP,0,10th Pass,"1,44,000",0
"Sivaneswaran, J.",THOOTHUKKUDI,IND,0,Post Graduate,"15,15,000","13,87,073"
Sivapathy N R,PERAMBALUR,AIADMK,0,Graduate Professional,"10,07,98,649","2,95,80,175"
Sivaprakash K,ARANI,BSP,0,Graduate Professional,"1,01,000",0
Sivarajee S,NAMAKKAL,IND,0,Illiterate,"3,24,375",0
Sivaraman.S,SALEM,IND,0,Others,"50,000",0
Sivaranjani.D,KANCHEEPURAM,Naam Tamilar Katchi,0,Post Graduate,"15,014",0
Sivasankar S,TIRUNELVELI,Jammu & Kashmir National Panthers Party,0,12th Pass,"2,65,000","3,50,000"
Smt. Sangeeta Kumari Singh Deo,BOLANGIR,BJP,0,Graduate,"37,95,90,851","75,00,000"
Smt. Sushmita Dev,SILCHAR,INC,1,Post Graduate,"10,67,07,145","1,94,05,127"
Sobha Devi,KHAGARIA,IND,0,Literate,"7,11,000",0
Sobha Surendran,ATTINGAL,BJP,40,Graduate,"19,81,638",0
Sohilkhaa Hashimkhaa Pathan,NAVSARI,IND,0,5th Pass,"2,50,000",0
Solanki Chiragbhai Somabhai,AHMEDABAD WEST,Jan Satya Path Party,0,Graduate Professional,"4,47,440",0
Solanki Maganbhai Lakhabhai,SABARKANTHA,IND,1,8th Pass,"32,80,559","5,00,000"
Solanki Shaileshbhai Nagarbhai,SURENDRANAGAR,BSP,0,Graduate Professional,"45,36,170","11,31,656"
Solipuram Venugopal Reddy,NALGONDA,Ambedkar National Congress,0,10th Pass,"57,00,000","5,00,000"
Som Prakash,AURANGABAD,Swaraj Party (Loktantrik),0,Graduate,"14,37,80,000",0
Soma Srinivas,NIZAMABAD,IND,0,10th Pass,"4,77,000","2,35,000"
Somanath Behera,BERHAMPUR,SUCI(C),0,Post Graduate,"37,000",0
Somanath Deshmukh,ANANTAPUR,IND,0,10th Pass,"93,27,000","3,00,000"
Somashekhar Peeraji Yadav,DHARWAD,IND,0,10th Pass,"3,24,209",0
Somiya Ranjan Das,CUTTACK,Bharat Prabhat Party,0,Graduate,"6,99,000","7,40,000"
Sonali Ravindra Bagde,RAMTEK,IND,0,Graduate Professional,"15,000",0
Sondarva Ashok,PORBANDAR,IND,0,Graduate Professional,"24,92,936","7,75,000"
Sondarva Baluben Maheshbhai,KACHCHH,Rashtriya Power Party,0,8th Pass,"8,31,660",0
Sondarva Bharatbhai Kanjibhai,BHAVNAGAR,Sardar Vallabhbhai Patel Party,0,8th Pass,"17,50,000","1,50,000"
Sonone Raju Mahadeo,AMRAVATI,IND,0,Graduate,"61,77,000",0
Sonu,BIJNOR,Jansatta Party,0,8th Pass,"1,30,000",0
Sonu,THRISSUR,IND,1,Graduate Professional,"62,86,500","17,03,000"
Soundararajan M,NAGAPATTINAM,IND,0,8th Pass,"1,72,000",0
Sreedharan,ERNAKULAM,IND,0,10th Pass,"54,60,200",0
Sreenu Vadthya,NALGONDA,IND,0,Post Graduate,"19,23,826","10,00,000"
Sreerupa Mitra Chaudhury,MALDAHA DAKSHIN,BJP,1,Post Graduate,"1,01,32,939","28,40,000"
Sri Bhaskar Sarmah,KALIABOR,IND,0,12th Pass,"1,09,78,456",0
Sri Biren Basak,MANGALDOI,Bharatiya Gana Parishad,0,12th Pass,"1,02,86,450","21,87,142"
Sri Jiten Gogoi,KALIABOR,IND,1,8th Pass,"9,03,03,570","11,00,000"
Sri Nisith Pramanik,COOCH BEHAR,BJP,11,8th Pass,"96,29,810",0
Sri Rama Chandra Singareddy,KADAPA,BJP,0,Graduate,"8,49,71,019","1,58,86,451"
Sri Rupak Sharma,NAWGONG,BJP,0,Graduate,"6,27,17,347","72,24,404"
Sri Shankha Sinha,GAUHATI,IND,0,12th Pass,"7,79,928","93,540"
Sridhar Kotagiri	,ELURU,YSRCP,0,Graduate,"46,28,08,829","3,35,60,974"
Sridhar M,SRIPERUMBUDUR,Makkal Needhi Maiam,1,Graduate,"2,94,85,700","5,00,000"
Srihari Patnaik,BERHAMPUR,Odisha Pragati Dal,0,8th Pass,"3,77,792",0
Srikanth Chiliveru,KARIMNAGAR,IND,3,10th Pass,"35,000",0
Srikarunya Subrahmanyam,KRISHNAGIRI,Makkal Needhi Maiam,0,Graduate,"13,00,000",0
Srinivas Duvvada,SRIKAKULAM,YSRCP,13,Post Graduate,"5,28,21,196","2,58,48,939"
Srinivas Gundeti,NIZAMABAD,IND,0,Illiterate,"8,10,000","1,00,000"
Srinivas Kesineni,VIJAYAWADA,TDP,0,10th Pass,"80,81,52,415","51,23,32,955"
Srinivasa Rao Sangisetti,RAJAHMUNDRY,Pyramid Party of India,0,Illiterate,"68,35,000","2,00,000"
Srinivasaiah,MYSORE,IND,0,Graduate,"6,20,000",0
Srinivasan R,BANGALORE CENTRAL,Indian Christian Front,0,Graduate,"7,60,000",0
Srinivasan. V,MAYILADUTHURAI,IND,0,12th Pass,"19,34,800",0
Srinivasulu Buddula,NAGARKURNOOL,IND,0,10th Pass,"9,25,000","32,000"
Srirama Naik Munavath,SECUNDERABAD,IND,1,Doctorate,"14,000",0
Sriramulu Muthyala,BHONGIR,IND,0,10th Pass,"3,22,500",0
Stalin.R,THANJAVUR,BSP,0,Graduate Professional,"1,26,000",0
Subal Bhowmik,TRIPURA WEST,INC,1,Graduate Professional,"56,78,249",0
Subal Chandra Roy,JALPAIGURI,Kamatapur Peoples Party (United),0,12th Pass,"2,38,26,796","66,000"
Subal Sarkar,TRIPURA WEST,IND,0,10th Pass,"10,452",0
Subash Chander,JAMMU,IND,0,8th Pass,"74,80,000",0
Subbaiah,CHAMARAJANAGAR,Indian New Congress Party,0,12th Pass,"37,000",0
Subbarayan.K,TIRUPPUR,CPI,0,10th Pass,"80,35,576","5,00,000"
Subbiah. S,TENKASI,IND,0,5th Pass,"2,65,000",0
Sube Singh Dhurva,KANKER,BSP,0,10th Pass,"8,96,500",0
Subhan Khan,DAVANAGERE,IND,0,Post Graduate,"10,20,000",0
Subhash,BAGHPAT,IND,0,Literate,"9,00,000",0
Subhash Ashokrao Ambhore (Dudhgaonkar),PARBHANI,Ambedkar National Congress,0,Others,"50,000",0
Subhash Barman,MALDAHA UTTAR,Kamatapur Peoples Party (United),9,5th Pass,"98,11,045",0
Subhash Biswas,JALPAIGURI,IND,0,5th Pass,"3,00,72,000",0
Subhash Dharmdas Gajbhiye,RAMTEK,BSP,0,10th Pass,"9,50,000",0
Subhash Janardan Patil,RAIGAD,IND,0,10th Pass,"28,62,500",0
Subhash Kashiba Wankhede,HINGOLI,IND,0,Literate,"6,80,000",0
Subhash Kisanrao Patil,AURANGABAD,Maharashtra Swabhimaan Paksh,2,Graduate,"2,37,89,960","48,39,442"
Subhash Maroti Wankhede,HINGOLI,IND,0,Literate,"22,21,000","1,00,000"
Subhash Nagorao Wankhede,HINGOLI,Hum Bhartiya Party,0,5th Pass,"15,38,900","1,00,000"
Subhash Parasram Wankhede,HINGOLI,Bahujan Maha Party,0,Literate,"1,01,000",0
Subhash Paswan,JAMUI,IND,0,Graduate,"17,70,000",0
Subhash Sarkar,MALDAHA UTTAR,SUCI(C),0,Post Graduate,"2,08,092",0
Subhash Shivlal Khairnar,JALGAON,IND,0,Graduate,"20,20,000",0
Subhash Vitthal Wankhede,HINGOLI,IND,0,8th Pass,"21,21,000",0
"Subhashini Mallathi, R.C.",THOOTHUKKUDI,IND,0,Graduate,"3,16,32,804","1,74,26,363"
Subhashini. K,MAYILADUTHURAI,Naam Tamilar Katchi,0,Graduate,"5,25,600","57,500"
Subhranshu Sekhar Padhi,BHUBANESWAR,AITC,3,Others,"2,03,88,994","88,01,273"
Subi,THIRUVANANTHAPURAM,IND,0,10th Pass,"3,51,000","3,00,000"
Subi. T,KANNIYAKUMARI,The Future India Party,0,Post Graduate,"27,37,618","8,77,473"
Subir Kumar Jamatia,TRIPURA EAST,IND,0,8th Pass,"40,00,000",0
Subodh Barman,COOCH BEHAR,Amra Bangalee,0,8th Pass,"14,06,119",0
"Subramani, M.",NILGIRIS,IND,0,5th Pass,"14,86,790","3,35,000"
Subramanian,CHALAKUDY,IND,0,8th Pass,"11,36,320","2,133"
Subramanian K,ERODE,IND,0,8th Pass,"30,17,297",0
Subramanian. P,MAYILADUTHURAI,IND,0,8th Pass,"11,96,000",0
Subu Kechi,ARUNACHAL WEST,Peoples Party of Arunachal,0,Graduate Professional,"19,55,000",0
Sudama Singh,ARARIA,Bihar Lok Nirman Dal,2,10th Pass,"56,95,500","99,000"
Sudesh Tikam,RAJNANDGAON,IND,3,10th Pass,"29,15,682","2,52,190"
Sudhakar Jha,SUPAUL,IND,0,Graduate,"1,01,91,402",0
Sudhakar Kira Jogalekar,UTTARA KANNADA,BSP,0,Post Graduate,"1,14,13,020","10,40,190"
Sudhakar Laxman Avhad,AHMEDNAGAR,Vanchit Bahujan Aaghadi,0,Graduate,"1,39,49,000","14,00,000"
Sudhakar Tukaram Shrangare,LATUR,BJP,0,10th Pass,"28,64,78,302","10,02,50,602"
Sudhakaran P. K S/O Krishna Pilla,KANNUR,IND,0,8th Pass,"45,10,000","3,00,000"
Sudhendu Mohan Talukdar,MANGALDOI,AITC,0,Graduate,"38,40,000","14,30,957"
Sudhish L K,KALLAKURICHI,DMDK,5,Graduate,"60,17,47,124","17,52,46,855"
Sudip Mandal,DARJEELING,BSP,0,12th Pass,"25,50,000","4,47,000"
"Sugan Rajeev, M.",VIRUDHUNAGAR,IND,0,10th Pass,"11,97,000","6,00,000"
Sugriv Bharat Kachave,BIDAR,Kranti Kari Jai Hind Sena,0,8th Pass,"20,000",0
Sugumaran. K,MAYILADUTHURAI,IND,0,10th Pass,"38,200","8,000"
Suhas Anil Funde,BHANDARA GONDIYA,IND,0,Post Graduate,"1,50,000",0
Suhas Popat Gajarmal,PUNE,Rashtriya Janshakti Party (Secular),0,12th Pass,771,"22,000"
Sujan Krishna Paul,RAIGANJ,SUCI(C),1,Graduate,"6,29,956","1,94,320"
Sujatha N A,CHALAKUDY,SUCI(C),0,Post Graduate,"3,53,000","7,82,000"
Sujay Radhakrishna Vikhe,AHMEDNAGAR,BJP,0,Doctorate,"16,86,64,576","26,23,964"
Sujith Gadepalli,NIZAMABAD,IND,0,5th Pass,"48,18,000","11,00,000"
Sukanta Majumdar,BALURGHAT,BJP,0,Doctorate,"58,25,866","21,68,170"
Sukanta Mazumdar,NAWGONG,Bharatiya Gana Parishad,0,12th Pass,"3,28,914","68,000"
Sukhdev Vasava,BHARUCH,Bahujan Mukti Party,0,8th Pass,"1,36,000",0
Sukhdiya Nathabhai,AMRELI,IND,1,5th Pass,"88,54,262","2,10,444"
Sukumar Vishwash,NAINITAL-UDHAMSINGH NAGAR,IND,0,Literate,"20,55,399",0
Sumalatha,MANDYA,IND,0,5th Pass,"71,25,000","5,60,000"
Sumalatha Ambareesh,MANDYA,IND,0,10th Pass,"23,41,54,139","1,42,32,295"
Sumalatha W/O Darshan K.,MANDYA,IND,0,Post Graduate,"28,23,601",0
Suman Bhaskar Koli,RAIGAD,Vanchit Bahujan Aaghadi,0,5th Pass,"1,10,42,707","5,19,330"
Suman Kumar Jha,MADHEPURA,IND,0,Post Graduate,"1,12,76,322",0
Suman Lal Khande,KORBA,Rashtriya Jansabha Party,0,5th Pass,"6,20,270",0
Suman Maggidi,NIZAMABAD,IND,0,10th Pass,"13,08,000","1,65,000"
Sumatha K.S.,BANGALORE NORTH,IND,0,Graduate,"2,13,96,307",0
Sumathi B,KALLAKURICHI,IND,0,Illiterate,"14,50,000",0
Sumathy Alias Thamizhachi Thangapandian,CHENNAI SOUTH,DMK,0,Doctorate,"9,17,93,460","5,00,000"
Sumbhania Aamin,JAMNAGAR,IND,0,Illiterate,"65,000",0
Sumit Vijay Pande,BHANDARA GONDIYA,IND,0,Graduate Professional,"7,45,119","50,000"
Sun Star D.Jairam,BANGALORE NORTH,Gareeb Aadmi Party,0,Others,"21,30,000",0
Sundar K,ARANI,IND,0,Post Graduate,"94,50,000","30,00,000"
Sundaram N,TENKASI,IND,0,Graduate Professional,"8,50,785",0
Sunder Dhauni,ALMORA,BSP,0,Post Graduate,"28,70,000","15,00,000"
Sundrarajan.P,TIRUCHIRAPPALLI,IND,0,5th Pass,"12,38,000",0
Suni Kalluvathukkal,KOLLAM,IND,0,Literate,"1,21,660","30,000"
Sunil Baburao Mendhe,BHANDARA GONDIYA,BJP,2,Others,"62,75,43,615","1,98,61,338"
Sunil Dashrath Ingole,HINGOLI,IND,1,8th Pass,"1,98,000",0
Sunil Guddakayu,BELGAUM,IND,0,Graduate,"74,84,000",0
Sunil Gunda Jadhav,MADHA,Bahujan Mukti Party,0,8th Pass,"2,67,452","4,30,000"
Sunil Kumar,AONLA,Pragatishil Samajwadi Party (Lohia),1,Graduate,"53,77,315",0
Sunil Kumar,BHAGALPUR,IND,0,Graduate Professional,"1,23,29,000","23,00,000"
Sunil Kumar Chalamalasetty,KAKINADA,TDP,0,Post Graduate,"25,32,66,524","1,83,10,000"
Sunil Kumar Markandey,DURG,IND,0,Post Graduate,"3,92,100","69,000"
Sunil Kumar Soni,RAIPUR,BJP,0,Graduate,"4,60,68,126","24,82,214"
Sunil Manohar Sonsale,NANDED,Bahujan Republican Socialist Party,0,10th Pass,"1,20,000",0
Sunil Nair,GHAZIABAD,Rashtriya Lok Sarvadhikar Party,3,Illiterate,"1,50,000",0
Sunil Pandit,DARJEELING,Rashtriya Janasachetan Party,0,8th Pass,"1,28,500",0
Sunil Pandurang Tatkare,RAIGAD,IND,0,8th Pass,"1,00,909",0
Sunil Paswan,GAYA,Bharat Bhrashtachar Mitao Party,0,10th Pass,"16,94,622",0
Sunil Pawar,UTTARA KANNADA,Uttama Prajaakeeya Party,0,Graduate,"1,71,808","1,39,887"
Sunil Sakharam Tatkare,RAIGAD,IND,0,8th Pass,"10,32,988","2,66,000"
Sunil Soman,ATTINGAL,IND,0,10th Pass,"14,110",0
Sunil Suryabhan Kawade,NAGPUR,IND,0,10th Pass,"2,17,000","25,000"
Sunil Vittal Dasar,BELGAUM,IND,0,10th Pass,"6,88,500","5,00,000"
Sunil Yadav,KHAGARIA,Garib Janshakti Party,0,8th Pass,"49,59,800",0
Sunita Biswal,SUNDARGARH,BJD,0,Graduate,"1,91,17,337","7,73,540"
Sunketa Ravi,NIZAMABAD,IND,0,Graduate,"93,79,776","2,98,000"
"Sunman, V.",THOOTHUKKUDI,IND,0,10th Pass,"1,45,454",0
Sunmaya Gurung,SIKKIM,Jai Maha Bharath Party,0,8th Pass,"13,51,377",0
Supekar Dnyandeo Narhari,AHMEDNAGAR,IND,0,5th Pass,"15,98,872",0
Supreeth Kumar Poojary,DAKSHINA KANNADA,Hindustan Janta Party,0,10th Pass,"20,38,000","1,42,150"
Supriya Sadanand Sule,BARAMATI,NCP,0,Graduate,"1,40,88,88,704","55,00,000"
Surabhi Devasahayam,NARASARAOPET,IUML,0,8th Pass,"4,23,688",0
Suraj Singh,ETAH,Jan Adhikar Party,0,Post Graduate,"1,35,94,065","1,03,328"
Surakanti Raja Reddy,NIZAMABAD,IND,0,Illiterate,"60,70,000","2,70,000"
Surat Jaman Mondal,DHUBRI,SUCI(C),0,Graduate,"16,61,652",0
Surendra Kumar Gupta,PILIBHIT,IND,0,Graduate,"3,87,66,636",0
Surendra Kumar Upadhayay,HARIDWAR,UKD,0,Graduate,"42,78,300","21,00,000"
Surendra Prasad Suman,JHANJHARPUR,AIFB,0,Graduate,"1,08,55,000",0
Suresh Babu D,CHENNAI CENTRAL,Desiya Makkal Sakthi Katchi,0,Post Graduate,"2,89,20,971","80,62,407"
Suresh Babu Nandigam,BAPATLA,YSRCP,0,8th Pass,"41,58,610","2,69,000"
Suresh Baburao Veer,BARAMATI,IND,0,10th Pass,"36,94,590","1,38,000"
Suresh Baddam,NIZAMABAD,IND,0,5th Pass,"3,90,000","1,99,000"
Suresh Bansal,GHAZIABAD,SP,0,Post Graduate,"13,85,22,059","1,73,00,000"
Suresh Basa,NIZAMABAD,IND,0,Graduate,"10,72,677","50,000"
Suresh Basappa Maralingannavar,BELGAUM,IND,0,Post Graduate,"15,09,000","30,000"
Suresh Gopi,THRISSUR,BJP,1,Post Graduate,"10,15,34,170","61,24,303"
Suresh Gouda Mundinamane,KOPPAL,IND,0,5th Pass,"31,40,000",0
Suresh Kanakam,WARANGAL,Samajwadi Forward Bloc,0,12th Pass,"62,40,000",0
Suresh Kawasi,BASTAR,SHS,0,5th Pass,"1,35,38,941",0
Suresh Khemanna Rajukar,BELGAUM,IND,0,Graduate,"4,13,773",0
Suresh Kumar Bharti,MADHEPURA,Asli Deshi Party,0,Graduate,"3,93,07,685","4,20,000"
Suresh Kumar Putel,BOLANGIR,Bahujan Mukti Party,0,Graduate,"1,83,000",0
Suresh Kunder,UDUPI CHIKMAGALUR,Uttama Prajaakeeya Party,0,12th Pass,"46,77,035","26,00,000"
Suresh Pujari,BARGARH,BJP,0,Post Graduate,"1,16,73,429",0
"Suresh, K.",PERAMBALUR,IND,0,Graduate Professional,"6,65,988","41,000"
Suresh. K,DINDIGUL,Ulzaipali Makkal Katchy,0,8th Pass,"70,000",0
Suresh.H,KOPPAL,IND,0,Post Graduate,"1,77,000",0
Sureshbhai Motiyabhai Chaudhari,BARDOLI,IND,0,Graduate Professional,"56,15,000","35,000"
Suriya Ragupathy. T,TENKASI,IND,0,Graduate Professional,"5,23,544",0
Surukanti Chinna Anjaiah,NIZAMABAD,IND,0,5th Pass,"53,05,000","85,000"
Surulivel.N.K,SALEM,IND,1,Graduate Professional,"2,91,62,302","40,07,849"
Surwade Santosh Avdhut,SURAT,IND,0,8th Pass,"3,58,527",0
Sushanta Borgohain,JORHAT,INC,0,Graduate,"2,15,16,244",0
Sushil Kumar,JAMMU,Hindusthan Nirman Dal,0,Graduate,"1,84,10,778",0
Sushil Kumar Das,BHAGALPUR,Bhartiya Dalit Party,0,10th Pass,"5,05,000",0
Sushil Kumar Singh,AURANGABAD,BJP,3,Post Graduate,"16,78,95,109","37,46,607"
Sushil Wasnik,CHANDRAPUR,BSP,0,12th Pass,"1,04,85,000","20,000"
Susil Kumar Jena,BHUBANESWAR,IND,0,Post Graduate,"30,09,216",0
"Suthakaran, S. Dr.",DINDIGUL,Makkal Needhi Maiam,0,Graduate Professional,"5,89,04,398","2,53,02,234"
Suvith,THRISSUR,IND,2,12th Pass,"3,06,277",0
Swami Paglanand,BADAUN,IND,0,12th Pass,"63,85,955","3,25,000"
Swami Reddy Sama,NIZAMABAD,IND,0,10th Pass,"7,55,000","2,21,000"
Swamula Subrahamanyam,ARAKU,Jana Jagruti Party,0,Graduate,"21,00,000","8,70,000"
Swarnalata Chaliha,MANGALDOI,SUCI(C),0,Post Graduate,"32,900",0
Swarup Das,KARIMGANJ,INC,1,Graduate,"91,06,386","47,82,191"
Syed Alamdar Hussain,BANKA,IND,1,12th Pass,"38,95,000",0
Syed Aqib Hussain,JAMMU,Independent Peoples Party,0,Graduate Professional,"37,68,800",0
Syed Asif Bukhari,BANGALORE CENTRAL,IND,0,Graduate,"3,68,000",0
Syed Hydri Babloo,BANGALORE NORTH,BSP,0,Graduate,"2,00,512",0
Syed Mahmood Ashraf,KISHANGANJ,JD(U),4,12th Pass,"1,98,54,930","35,98,799"
Syed Najeeb Shah Naqvi,BARAMULLA,IND,0,Post Graduate,"1,00,50,737","67,86,855"
Syed Qasim Rasool Ilyas,JANGIPUR,Welfare Party Of India,0,Doctorate,"97,70,000",0
Syed Rashid Ali,BAREILLY,IND,0,Post Graduate,"1,01,18,000",0
Syed Sadiq Pasha,BANGALORE SOUTH,Karnataka Karmikara Paksha,0,8th Pass,"52,93,600","3,05,000"
Syed Zabiulla K,DAVANAGERE,IND,0,12th Pass,"13,10,000",0
Syed Zeshan Haider,JAMMU,IND,0,12th Pass,"90,000",0
T. Beechupally,KURNOOL,IND,0,Graduate,"1,92,000",0
T. Bhuvaneswari,RAMANATHAPURAM,Naam Tamilar Katchi,0,Graduate,"9,55,530","3,50,000"
T. Durga Prasad,CHEVELLA,IND,0,Post Graduate,"2,52,000",0
T. Jayakanthan,VELLORE,IND,0,Others,"2,70,000",0
T. N. Kumara Swamy,TUMKUR,IND,0,8th Pass,"5,79,565",0
T. N. Prathapan,THRISSUR,INC,7,12th Pass,"86,09,349","29,78,120"
T. R. V .S. Ramesh,CUDDALORE,DMK,0,Graduate Professional,"42,33,78,552","10,28,28,604"
T. Raghavan,KOZHIKODE,IND,0,10th Pass,"25,63,000","4,33,000"
T. Veeresh,BELLARY,Samajwadi Forward Bloc,0,10th Pass,"13,60,778","30,000"
T.Chinnasathiyamoorthy,THENI,SUCI(C),0,12th Pass,"50,08,000",0
T.H.S. Bonney,SHILLONG,IND,0,Post Graduate,"5,37,58,447","12,69,345"
T.K. Dasar,MANDYA,IND,0,Post Graduate,"30,80,000",0
T.V.S.Gandhi,KRISHNAGIRI,IND,0,Illiterate,"66,698",0
Taadi Veera Jagadeeshwari,ANAKAPALLE,Pyramid Party of India,0,5th Pass,"28,62,42,307","3,18,680"
Tabassum Begum,KAIRANA,SP,0,10th Pass,"2,14,04,646","11,93,748"
Talari Rangaiah,ANANTAPUR,YSRCP,2,Doctorate,"1,17,73,091","11,35,547"
Talari Suman,NIZAMABAD,IND,0,Post Graduate,"3,50,000",0
Talasani Sai Kiran,SECUNDERABAD,TRS,6,Post Graduate,"30,10,11,219","6,84,89,543"
